SiO2,Al2O3,FeO,MgO,CaO,Na2O,K2O,TiO2,Mineral
43.64,15.33,5.72,3.9,5.32,4.87,3.49,2.14,Quartz
74.19,10.87,12.72,12.92,8.58,2.29,2.31,2.29,Andesite
38.17,20.76,3.91,3.14,10.39,7.66,4.13,2.73,Slate
65.25,11.15,10.61,14.22,10.7,5.72,3.73,1.48,Talc
65.6,10.46,2.83,4.97,10.76,7.5,0.93,1.1,Rhyolite
34.84,10.4,9.72,13.92,8.04,4.89,3.67,2.98,Serpentine
36.21,9.49,12.81,9.12,5.8,1.08,4.64,2.78,Slate
52.63,18.58,9.16,14.13,8.59,1.73,4.58,2.19,Peridotite
47.6,17.66,3.35,10.13,4.68,6.86,1.65,1.71,Talc
78.75,22.6,2.87,9.48,11.88,3.98,4.05,1.61,Granite
64.29,21.92,2.52,9.88,8.25,6.28,1.99,2.95,Talc
78.14,13.09,8.28,11.26,7.37,5.99,1.31,1.66,Gabbro
72.95,24.77,10.01,6.06,5.09,1.42,1.05,1.04,Granite
74.57,5.45,14.62,6.82,11.94,7.84,4.98,2.53,Rhyolite
53.03,15.48,12.93,10.06,0.95,0.53,1.63,2.23,Feldspar
39.95,13.78,3.96,14.18,3.19,6.73,3.62,1.67,Amphibole
45.37,12.31,4.91,13.36,10.76,1.5,0.96,1.6,Marble
50.03,17.19,4.75,13.23,8.54,6.7,1.53,0.92,Rhyolite
66.79,10.07,2.72,10.56,4.38,6.74,1.93,0.85,Feldspar
45.78,10.79,6.41,7.17,9.05,6.56,4.99,0.7,Gabbro
38.39,6.01,9.3,5.03,11.55,4.3,2.61,1.19,Granite
79.36,10.12,3.42,10.66,1.4,0.57,3.24,0.63,Chlorite
42.18,13.32,4.15,10.33,5.74,2.68,1.23,1.65,Basalt
58.98,12.25,13.54,1.73,4.69,7.05,1.88,1.63,Mica
58.86,5.34,11.35,9.68,8.23,4.07,2.12,0.9,Peridotite
34.41,11.72,4.46,11.45,3.32,2.97,1.21,1.37,Syenite
63.53,6.29,8.24,2.17,5.84,7.49,2.35,1.27,Talc
66.37,23.57,5.05,8.89,1.2,7.61,3.96,0.77,Andesite
56.71,24.86,3.89,14.99,10.9,4.07,3.35,2.61,Gabbro
40.22,6.69,5.3,12.93,7.33,7.87,3.22,0.92,Andesite
68.11,24.47,10.3,2.78,1.02,6.65,4.64,1.36,Dolomite
37.64,21.93,10.75,6.2,4.28,7.67,1.99,0.29,Amphibolite
78.99,23.3,10.38,1.82,10.52,1.22,2.22,1.91,Mica
47.28,21.57,5.62,6.94,7.19,5.96,1.8,2.73,Amphibole
63.77,19.99,13.64,2.63,5.1,6.74,2.79,1.39,Serpentine
33.19,14.17,11.5,12.46,2.93,6.12,0.62,2.23,Talc
41.39,12.38,6.65,7.77,7.61,5.51,0.54,1.42,Talc
34.87,19.14,12.84,1.54,3.75,1.79,4.96,1.65,Amphibolite
76.48,11.09,14.17,9.48,3.62,6.61,4.96,0.96,Pyroxene
57.08,14.84,12.83,13.03,1.7,2.82,2.05,1.05,Olivine
40.35,17.51,1.5,4.75,3.89,5.84,3.69,1.84,Andesite
44.17,16.99,5.63,1.91,1.19,0.51,0.78,1.07,Rhyolite
71.73,15.96,5.19,6.8,5.12,0.52,4.33,1.53,Slate
73.6,13.23,13.66,9.68,4.88,2.9,3.7,2.37,Amphibolite
69.06,18.77,8.25,9.53,2.69,7.24,3.22,1.8,Marble
45.43,14.21,13.47,7.95,3.92,2.84,4.42,0.4,Granite
33.45,11.11,5.56,11.87,1.42,1.39,1.68,2.1,Serpentine
43.21,20.04,6.46,13.93,7.4,5.04,0.67,0.26,Serpentine
54.66,22.81,3.37,11.37,1.15,3.25,2.79,0.8,Syenite
30.71,15.77,11.78,6.11,1.81,4.4,4.16,2.9,Talc
79.59,22.67,6.53,5.12,9.76,7.67,2.17,2.5,Andesite
31.71,11.28,13.46,8.1,10.24,6.77,3.11,0.99,Mica
30.21,10.04,2.19,1.75,4.66,5.77,1.29,0.62,Peridotite
74.59,18.87,6.82,1.64,4.73,5.49,0.95,0.65,Gabbro
51.67,24.68,11.56,10.29,8.62,3.75,3.68,1.96,Gabbro
77.35,17.92,4.21,13.42,6.78,7.6,4.18,1.2,Basalt
70.01,19.1,9.67,13.5,8.16,5.75,3.18,2.36,Pyroxene
70.98,22.17,8.27,12.56,10.52,3.13,3.29,2.38,Dolomite
61.77,12.03,8.28,6.18,4.53,5.46,2.29,2.97,Chlorite
68.5,14.03,10.91,7.15,8.77,6.45,2.63,0.71,Slate
33.61,10.85,11.6,13.48,10.7,5.0,2.43,1.27,Andesite
36.21,22.56,9.27,14.13,5.05,6.18,1.26,0.61,Slate
69.69,14.91,2.15,13.3,4.38,5.52,0.97,0.58,Basalt
32.66,19.87,4.23,13.51,4.85,5.62,3.05,2.88,Chlorite
44.33,9.98,2.69,6.37,8.81,2.91,3.25,1.14,Mica
34.07,5.88,3.47,4.61,5.51,4.21,1.3,0.43,Marble
48.19,14.17,12.98,13.64,5.84,4.29,4.1,2.21,Olivine
77.31,22.1,9.89,8.65,1.29,3.78,1.13,1.89,Granite
45.45,5.8,14.85,3.85,8.81,7.09,2.03,1.33,Gabbro
57.05,13.02,9.34,6.69,11.74,0.63,3.09,2.82,Dolomite
77.57,17.35,3.97,3.2,10.21,6.17,1.45,2.67,Quartz
31.16,14.95,13.44,7.22,9.7,2.09,1.22,1.18,Quartz
55.98,20.17,8.55,6.77,5.75,0.84,3.2,2.7,Peridotite
71.31,14.56,10.86,3.64,9.25,4.34,4.98,1.02,Chlorite
68.75,24.96,3.81,8.73,0.53,7.82,2.06,0.59,Pyroxene
41.02,8.1,1.09,11.49,9.12,3.63,4.07,0.55,Gabbro
75.51,23.72,8.24,10.98,5.43,6.37,3.57,0.48,Syenite
69.55,7.23,13.12,10.61,5.48,1.24,0.92,1.63,Amphibole
64.83,19.93,5.6,12.33,10.11,6.59,3.56,2.03,Chlorite
36.96,24.55,12.76,8.93,8.79,7.24,0.67,2.67,Mica
41.29,23.71,4.64,2.63,3.25,2.49,3.0,0.7,Feldspar
36.93,9.45,11.41,7.12,7.66,5.38,4.97,1.41,Peridotite
31.93,5.52,11.22,12.78,6.13,6.14,1.77,1.35,Talc
54.76,14.96,3.92,2.02,1.53,0.56,3.8,1.17,Syenite
48.43,17.98,4.64,14.31,9.3,4.91,0.78,1.86,Chlorite
47.45,21.41,14.55,9.42,6.33,7.4,1.06,1.57,Serpentine
31.37,11.29,5.08,11.85,5.61,2.41,1.43,1.01,Peridotite
62.84,13.08,5.62,12.63,9.69,3.46,0.72,2.78,Dolomite
57.83,13.87,9.15,8.11,11.34,1.64,0.7,1.43,Peridotite
77.12,10.84,9.92,3.62,2.8,1.69,2.41,2.57,Granite
79.28,7.65,10.29,4.69,0.84,4.32,1.86,2.51,Mica
53.45,5.44,10.42,11.79,7.87,1.5,3.15,2.45,Amphibole
55.95,22.74,8.0,10.44,2.34,3.81,4.83,2.0,Rhyolite
31.11,7.16,11.03,5.48,6.15,1.75,0.7,0.56,Chlorite
64.89,16.36,10.36,13.36,1.01,7.4,4.2,0.67,Slate
48.27,21.9,5.74,9.44,2.91,4.08,3.99,2.93,Feldspar
62.36,8.04,12.78,6.11,2.61,3.89,1.41,1.37,Gabbro
37.21,20.37,12.21,11.83,1.36,6.19,3.17,0.87,Syenite
58.86,10.95,11.45,3.74,1.32,1.26,3.54,2.48,Feldspar
74.12,17.26,14.42,1.13,4.7,5.46,2.39,2.81,Peridotite
46.36,19.36,14.78,2.47,7.36,3.98,2.95,1.58,Slate
50.67,13.84,12.75,3.61,5.57,4.57,0.61,1.15,Chlorite
34.29,8.08,8.66,12.45,8.23,3.29,4.32,0.3,Basalt
77.88,20.25,3.13,2.09,8.62,5.8,3.0,2.88,Basalt
78.84,16.59,4.19,6.98,6.39,7.37,4.61,2.39,Granite
57.72,13.66,4.5,10.93,4.56,5.56,3.6,0.24,Chlorite
46.22,5.69,2.32,6.45,1.38,2.73,2.94,2.01,Amphibolite
58.62,17.19,7.78,2.67,11.39,3.22,3.61,1.59,Pyroxene
41.82,18.03,1.88,10.45,5.17,1.28,2.22,2.58,Granite
55.62,23.52,1.44,8.55,9.01,1.52,3.11,2.84,Serpentine
39.91,5.92,13.22,11.16,11.62,2.45,3.14,1.63,Basalt
79.47,16.26,10.75,4.19,7.55,7.84,4.63,0.36,Serpentine
75.11,18.76,12.86,14.74,10.74,7.46,3.39,2.98,Slate
45.74,5.27,14.3,3.69,3.79,7.4,3.15,0.8,Andesite
32.09,5.1,8.81,13.07,2.88,7.37,3.97,1.88,Talc
54.44,16.46,1.76,13.44,11.82,1.7,4.83,1.4,Feldspar
58.87,22.59,6.52,4.0,2.59,1.48,4.92,2.04,Gabbro
41.26,12.23,14.92,14.57,3.53,0.93,3.89,2.45,Olivine
78.43,9.39,3.29,4.12,1.47,6.17,4.82,2.2,Amphibole
30.19,8.89,3.41,3.19,9.97,5.81,1.6,1.92,Talc
39.4,8.0,7.87,5.02,6.17,5.23,0.75,2.06,Marble
50.25,20.47,2.49,10.06,10.9,6.01,2.64,1.04,Amphibolite
32.46,22.53,7.16,9.09,5.29,4.6,2.82,1.55,Quartz
70.69,17.05,3.96,3.72,11.32,7.53,2.47,0.67,Marble
70.5,8.48,12.54,7.45,11.34,4.96,4.0,2.31,Slate
51.47,10.24,3.67,2.6,5.32,4.56,0.79,0.9,Chlorite
36.18,18.6,8.96,2.26,11.53,1.66,1.28,2.89,Pyroxene
30.77,5.5,14.03,2.97,2.08,7.07,2.89,1.69,Talc
36.8,17.48,1.17,13.28,6.05,1.67,4.51,2.1,Mica
30.19,18.93,5.46,14.83,4.01,7.03,2.91,2.57,Andesite
54.79,17.39,6.32,4.73,2.64,6.71,0.68,1.43,Rhyolite
45.77,24.82,13.27,13.65,11.23,2.22,2.6,1.44,Chlorite
74.72,7.8,6.39,7.19,4.05,0.88,3.15,1.15,Olivine
53.09,15.43,6.67,6.35,6.23,4.71,1.33,1.94,Talc
46.3,15.53,14.62,1.94,1.95,6.2,4.38,2.58,Olivine
53.09,19.25,5.39,14.02,10.94,5.08,4.5,1.96,Talc
62.73,16.28,12.27,13.16,1.0,7.01,3.9,2.58,Chlorite
46.33,13.35,9.7,10.08,8.45,0.68,3.06,1.08,Quartz
47.25,7.94,8.72,1.97,0.57,4.07,3.17,1.5,Serpentine
62.18,24.76,14.1,3.52,9.73,1.77,4.23,2.6,Chlorite
35.21,9.57,11.08,6.61,1.07,7.93,2.85,1.42,Serpentine
47.63,18.84,2.45,12.89,1.77,2.71,2.15,2.97,Amphibolite
38.65,6.03,11.7,1.56,8.07,2.17,1.5,0.62,Andesite
41.21,18.62,8.53,14.54,8.67,1.15,2.41,0.49,Talc
34.76,14.64,4.52,12.17,1.31,1.2,4.82,1.1,Feldspar
64.09,15.39,5.08,6.87,6.67,3.95,1.03,1.77,Talc
44.44,16.69,4.7,7.81,11.89,7.81,4.13,0.22,Mica
53.02,12.48,12.61,4.5,10.62,7.67,3.52,2.38,Talc
64.15,23.34,12.89,6.44,7.4,6.71,3.88,0.65,Marble
39.07,19.8,5.22,4.78,8.0,7.46,1.64,1.56,Chlorite
62.45,13.71,12.41,9.85,4.31,4.19,0.61,0.41,Mica
67.44,7.96,3.05,5.36,10.38,4.02,0.95,2.1,Olivine
54.57,5.98,11.04,11.61,4.84,3.9,4.76,0.51,Basalt
61.53,12.56,13.9,7.94,0.8,2.12,3.31,0.47,Andesite
59.25,5.53,1.54,1.18,2.89,5.27,0.73,1.07,Dolomite
61.19,20.44,1.36,8.22,11.27,5.91,3.64,0.48,Peridotite
70.06,19.35,7.6,13.37,5.86,0.99,1.87,2.68,Andesite
65.29,16.04,1.2,5.34,3.74,5.84,4.74,1.06,Quartz
79.16,14.07,3.86,11.55,4.6,5.09,3.8,0.2,Marble
30.52,15.76,9.68,5.31,7.22,7.26,3.13,2.37,Talc
42.95,6.34,7.71,7.34,9.23,3.06,1.54,2.2,Rhyolite
72.02,13.97,13.45,2.08,6.41,7.7,3.87,1.63,Andesite
54.2,11.95,4.12,9.61,8.37,6.44,1.33,1.28,Pyroxene
42.71,18.3,10.99,13.69,11.71,3.62,0.63,0.94,Granite
37.31,5.33,3.76,2.32,1.87,7.53,1.22,1.88,Granite
68.36,13.93,4.6,8.35,10.56,2.14,3.69,0.55,Amphibolite
58.76,8.71,8.55,6.55,3.99,6.48,1.35,1.92,Olivine
46.27,17.57,13.19,9.34,8.01,2.34,1.0,1.42,Andesite
55.86,15.17,10.55,11.49,4.82,1.24,4.55,2.26,Quartz
46.8,17.25,4.86,12.32,1.27,1.03,3.78,2.18,Talc
65.23,24.9,8.03,3.26,1.83,1.64,1.64,0.51,Feldspar
67.7,7.74,13.98,11.5,10.31,5.53,3.95,2.08,Rhyolite
40.87,18.5,6.41,1.79,3.03,2.91,2.93,1.48,Mica
38.4,16.81,14.65,8.74,9.15,4.2,1.29,2.02,Rhyolite
68.1,17.66,1.59,8.72,6.83,4.87,3.86,2.52,Rhyolite
32.77,14.66,1.79,3.41,7.24,5.13,4.95,1.57,Talc
36.84,23.12,10.58,2.02,2.05,1.67,1.12,2.2,Rhyolite
50.55,10.16,11.13,5.55,2.51,6.99,1.7,1.79,Quartz
65.18,8.97,9.37,7.46,0.89,4.65,1.04,1.6,Basalt
44.51,17.42,7.55,7.72,4.59,3.5,2.83,2.54,Quartz
73.25,14.09,14.8,12.8,1.62,4.47,3.38,2.91,Olivine
34.65,19.58,9.47,10.24,2.79,0.85,4.95,2.76,Slate
37.81,18.0,3.89,8.17,10.24,1.65,0.55,1.7,Mica
43.34,12.16,12.55,12.69,2.54,5.65,2.66,2.96,Peridotite
57.03,12.0,7.07,10.51,8.17,3.77,1.59,0.77,Syenite
60.87,6.01,11.98,2.92,10.51,5.44,3.34,1.06,Chlorite
79.73,11.64,11.84,5.01,6.94,5.01,4.76,1.05,Olivine
72.5,13.4,6.94,11.63,1.97,7.83,4.95,2.1,Dolomite
45.0,18.0,4.52,3.88,4.66,5.25,1.56,0.87,Syenite
53.16,8.51,4.49,12.11,4.54,2.67,4.02,0.46,Amphibole
41.48,8.05,14.64,5.96,3.22,3.77,1.94,0.34,Basalt
44.6,17.45,13.66,14.36,1.36,5.83,3.48,1.71,Syenite
79.95,8.91,3.62,10.59,3.51,2.83,3.07,2.36,Marble
31.07,10.75,8.54,10.67,5.03,2.21,3.65,0.34,Marble
46.83,16.72,4.67,1.24,3.4,3.4,2.5,2.85,Amphibole
43.69,6.58,9.16,4.53,3.52,6.8,4.49,2.41,Mica
46.2,8.86,7.91,13.87,6.26,4.97,1.61,1.65,Peridotite
40.24,18.55,10.06,14.55,9.88,0.6,2.49,2.1,Syenite
63.49,17.2,9.04,1.65,6.67,5.43,4.81,0.86,Mica
65.12,11.22,12.47,1.5,6.06,7.23,2.92,1.04,Granite
45.92,13.56,8.59,11.11,11.78,6.12,4.01,1.54,Peridotite
55.56,8.45,14.47,12.47,2.08,1.97,4.21,1.98,Chlorite
32.2,15.48,2.94,13.0,10.54,3.29,4.47,2.59,Syenite
43.3,12.17,12.78,6.33,4.39,7.77,3.24,2.78,Peridotite
46.53,10.29,12.83,6.07,1.13,7.89,0.98,2.51,Olivine
52.84,9.89,10.29,1.66,4.51,5.07,3.2,2.42,Pyroxene
59.25,10.54,4.04,12.6,8.9,1.15,0.67,2.81,Olivine
74.09,11.7,10.14,8.03,7.43,2.8,3.01,2.72,Rhyolite
74.53,11.4,14.36,13.48,8.77,5.13,1.51,2.81,Andesite
77.15,17.39,8.44,1.06,10.88,2.7,4.84,1.32,Gabbro
32.48,21.32,8.05,9.84,9.25,7.77,2.76,0.84,Andesite
32.02,21.28,9.91,13.42,1.7,2.23,4.52,0.79,Chlorite
37.4,15.44,10.49,2.82,4.92,6.99,3.18,1.35,Gabbro
33.43,6.84,5.97,3.34,2.1,5.44,0.85,0.26,Rhyolite
78.71,13.82,13.36,8.24,10.54,3.84,4.26,1.46,Dolomite
74.49,7.68,12.66,9.33,9.2,0.71,1.46,1.5,Amphibolite
30.79,14.09,8.84,10.75,1.1,1.94,0.62,2.28,Dolomite
49.71,14.33,6.32,1.26,9.71,5.1,2.53,2.91,Basalt
34.27,23.7,6.71,13.26,0.52,1.22,0.67,1.61,Serpentine
51.48,11.89,8.31,3.24,4.15,5.49,1.7,0.6,Gabbro
70.1,18.01,5.48,2.73,9.15,7.58,3.35,2.52,Quartz
45.42,9.54,1.52,12.98,10.45,4.01,2.7,1.67,Granite
49.33,16.91,2.16,6.4,6.29,2.4,1.24,2.69,Feldspar
56.2,18.98,11.12,10.02,11.12,2.11,4.57,0.23,Marble
40.26,6.26,5.12,12.91,3.41,1.42,3.48,1.87,Olivine
39.8,16.79,12.63,11.92,10.72,3.35,3.53,2.95,Peridotite
71.33,20.3,7.54,5.98,2.57,4.06,2.06,0.61,Feldspar
38.32,14.07,2.8,10.76,1.55,3.46,2.27,1.37,Gabbro
43.05,21.65,8.56,12.7,5.54,1.0,0.95,0.52,Slate
63.03,24.68,1.53,3.65,7.37,5.72,0.85,1.94,Serpentine
53.59,12.27,8.7,9.77,4.92,5.44,2.17,2.81,Feldspar
50.44,6.72,4.52,13.72,7.2,5.34,1.92,2.02,Pyroxene
47.71,19.81,14.34,4.38,1.81,4.98,3.96,2.78,Rhyolite
69.8,5.98,8.86,13.25,0.77,7.04,1.55,1.46,Amphibole
71.26,24.89,4.94,11.71,11.85,7.63,4.34,0.93,Dolomite
54.74,22.59,6.02,11.83,11.22,5.24,1.79,1.94,Olivine
39.05,21.38,9.03,11.04,4.03,6.3,3.9,0.54,Amphibole
30.67,17.95,13.5,2.48,9.02,3.83,0.79,0.33,Talc
52.17,22.3,1.06,9.79,4.79,4.82,2.44,0.61,Amphibolite
34.57,10.2,9.77,2.34,3.05,4.08,4.81,2.49,Feldspar
50.07,12.41,11.6,14.63,9.94,0.99,2.34,1.82,Gabbro
33.73,8.22,5.26,9.0,10.84,6.16,4.78,0.92,Mica
69.37,6.73,2.23,1.27,6.73,4.96,3.14,1.18,Andesite
69.26,22.9,5.77,2.77,11.24,2.16,4.9,0.5,Slate
55.88,12.03,7.17,7.38,7.87,1.71,2.16,0.75,Dolomite
76.0,17.93,10.9,2.55,4.91,7.42,1.66,1.18,Syenite
73.87,12.21,5.54,2.21,2.15,3.98,3.84,2.9,Slate
72.94,23.6,3.48,1.04,7.99,1.03,2.32,0.52,Marble
77.04,11.03,8.07,10.02,10.73,7.59,4.08,1.51,Peridotite
43.98,21.65,8.67,9.46,6.94,7.78,1.01,2.18,Serpentine
46.96,21.49,5.37,9.06,8.61,0.88,1.48,2.33,Quartz
74.62,6.33,2.6,5.76,5.96,6.8,2.46,2.51,Quartz
53.84,12.16,7.03,9.15,7.1,1.66,3.48,2.82,Rhyolite
45.07,17.34,13.78,1.94,0.88,4.71,3.0,1.39,Granite
51.21,12.67,8.9,8.96,2.13,3.77,4.9,1.02,Pyroxene
56.88,12.93,14.83,10.36,10.63,5.63,2.12,2.73,Slate
56.08,17.66,14.7,2.28,0.89,3.83,1.58,1.58,Feldspar
60.01,23.35,5.1,10.73,9.27,5.67,1.38,2.34,Serpentine
73.74,23.41,14.67,9.32,9.07,5.46,2.55,0.22,Basalt
31.77,8.62,3.58,14.4,2.36,6.0,1.22,1.89,Pyroxene
35.89,17.9,11.26,13.04,4.65,4.1,4.82,2.13,Basalt
69.58,15.47,10.45,9.96,7.43,7.43,2.8,0.59,Rhyolite
75.35,10.97,1.25,6.8,2.2,1.0,4.19,2.54,Slate
60.01,8.57,11.3,1.44,6.66,2.75,0.79,2.76,Serpentine
76.66,17.38,14.75,12.94,7.87,3.46,3.67,0.21,Amphibolite
52.67,17.84,3.75,8.62,5.78,1.23,3.07,0.93,Andesite
57.89,6.97,9.27,13.39,7.63,2.91,3.13,1.67,Basalt
61.71,16.74,8.06,14.74,7.72,1.78,2.99,2.3,Slate
74.37,17.36,7.84,5.74,0.99,1.59,2.44,2.91,Gabbro
55.69,13.42,13.43,6.17,2.45,6.64,4.47,1.13,Chlorite
74.84,18.09,4.12,7.15,2.01,7.54,4.01,0.76,Marble
70.09,22.36,1.43,3.32,5.43,5.33,4.32,2.72,Slate
57.09,6.92,3.13,14.55,5.94,5.32,0.92,1.3,Amphibole
58.96,21.72,4.19,10.87,6.54,2.45,4.32,2.13,Quartz
32.28,12.89,4.81,14.45,2.22,3.87,3.97,0.62,Dolomite
34.03,7.17,1.33,6.05,9.86,2.06,2.81,2.66,Syenite
75.63,14.9,13.87,8.58,3.99,7.96,3.46,2.22,Dolomite
49.79,11.22,4.87,14.13,4.62,5.48,4.89,1.57,Amphibole
70.79,24.73,14.77,10.36,9.97,5.4,2.53,1.83,Talc
66.06,6.3,8.85,12.35,10.89,7.61,2.31,0.3,Amphibolite
38.28,5.25,3.36,12.12,6.05,4.04,4.61,2.31,Syenite
32.37,19.38,9.41,8.97,9.26,1.74,4.61,2.28,Amphibole
49.98,23.92,5.46,10.47,8.32,6.08,4.13,2.82,Chlorite
64.54,18.98,2.1,12.95,6.49,2.79,4.41,1.6,Mica
31.02,15.7,10.92,10.76,2.05,7.66,1.7,1.39,Gabbro
39.29,12.2,1.53,7.79,4.69,7.45,3.22,1.58,Feldspar
43.15,8.49,2.58,3.65,10.65,1.58,1.56,0.82,Dolomite
42.44,23.02,3.74,13.65,9.84,4.95,0.63,1.31,Feldspar
55.08,18.64,9.9,10.74,3.98,3.73,1.07,1.25,Quartz
61.21,24.21,2.01,7.39,3.35,5.38,1.27,1.92,Syenite
61.8,21.86,13.1,5.06,10.22,4.84,1.18,0.52,Granite
52.26,12.46,6.36,10.54,0.62,4.56,2.24,1.51,Dolomite
33.97,20.72,1.08,3.74,11.01,0.76,4.04,2.06,Dolomite
42.72,15.39,9.61,6.71,3.89,4.97,3.5,1.64,Quartz
74.51,24.36,11.96,10.26,7.03,2.84,2.83,0.54,Slate
63.29,6.38,14.9,10.16,6.87,2.48,2.6,1.92,Syenite
71.73,5.1,12.07,14.01,2.41,6.1,3.38,1.49,Talc
75.59,22.56,3.19,7.8,4.92,6.32,3.35,2.84,Amphibolite
47.51,9.35,12.02,13.57,3.11,1.45,4.06,2.49,Gabbro
34.79,21.08,12.05,14.64,1.42,2.63,2.04,2.6,Dolomite
76.09,7.5,7.67,4.92,6.04,4.34,3.01,1.42,Olivine
32.86,17.99,6.12,4.81,11.64,2.47,2.86,2.04,Quartz
39.15,19.0,14.44,1.95,11.69,2.83,3.45,1.44,Olivine
61.5,6.52,9.64,4.18,8.53,6.01,4.35,0.65,Granite
71.84,21.59,3.04,13.84,2.98,6.09,1.77,2.24,Chlorite
70.35,20.01,10.53,11.35,9.41,1.12,3.52,1.69,Olivine
75.99,14.22,11.32,14.55,3.56,3.86,3.44,1.82,Amphibolite
37.72,6.08,1.93,1.38,7.81,5.15,4.18,2.46,Mica
49.47,16.45,13.72,7.83,9.71,7.96,3.58,0.74,Basalt
74.25,20.26,6.26,9.22,6.62,0.69,1.92,0.66,Granite
51.27,8.49,12.56,13.59,7.18,1.87,4.19,2.08,Andesite
33.99,8.98,13.75,3.27,6.34,3.22,1.4,1.87,Amphibole
72.28,21.84,9.85,14.13,6.71,3.11,3.66,1.31,Amphibolite
55.7,22.87,13.8,14.74,6.83,5.25,3.71,1.15,Dolomite
72.7,21.85,2.89,12.68,1.11,7.38,1.16,0.3,Amphibolite
58.62,20.49,6.05,12.79,6.15,6.3,3.65,0.67,Mica
62.35,5.66,2.03,14.65,10.06,3.4,1.16,1.97,Dolomite
30.09,15.39,13.57,1.68,3.78,7.93,4.53,1.13,Chlorite
39.49,5.32,13.67,2.98,7.39,3.79,1.11,1.51,Chlorite
54.74,6.13,12.22,7.65,5.65,7.52,2.83,2.21,Andesite
55.61,6.48,4.79,11.14,10.36,3.72,3.71,2.49,Marble
48.52,22.19,10.37,9.16,7.15,7.54,2.34,1.45,Feldspar
36.19,13.07,5.78,14.13,11.71,1.57,0.97,1.19,Slate
33.37,17.27,1.91,1.67,2.96,7.31,1.46,2.52,Peridotite
54.18,24.46,7.56,11.63,10.46,3.05,2.6,2.51,Talc
44.54,7.08,14.44,8.32,8.63,5.87,2.93,2.51,Serpentine
63.14,7.27,3.23,6.9,5.28,2.88,3.25,2.02,Serpentine
38.69,23.31,6.6,7.4,5.52,7.48,0.91,0.3,Serpentine
64.26,15.09,2.85,9.09,1.96,4.33,2.87,0.7,Amphibole
62.07,14.49,4.45,7.13,5.06,6.38,2.03,0.24,Serpentine
45.91,8.8,1.88,4.3,11.02,2.03,4.67,1.3,Granite
55.51,7.74,12.03,6.02,7.7,7.31,2.72,0.39,Feldspar
65.81,23.6,6.06,7.7,5.81,4.61,1.93,0.88,Amphibole
74.79,8.22,3.1,6.43,5.83,6.39,1.19,1.84,Pyroxene
32.28,17.78,9.74,12.81,11.1,4.12,2.69,1.41,Olivine
75.57,22.16,6.73,5.92,3.33,2.19,3.53,1.65,Slate
67.09,19.68,14.86,1.65,4.14,7.29,1.07,2.11,Pyroxene
52.62,7.43,1.2,12.58,5.72,6.14,1.83,1.57,Amphibolite
39.71,5.37,10.9,3.71,11.39,2.33,3.07,0.36,Olivine
68.41,24.84,6.73,10.9,8.36,5.97,3.03,2.03,Chlorite
42.15,19.5,11.85,11.78,11.87,4.35,3.66,2.84,Syenite
46.06,18.01,6.44,9.86,3.85,5.69,2.96,0.47,Andesite
30.18,14.93,11.1,14.58,3.21,7.82,1.77,2.72,Rhyolite
52.38,9.75,13.53,9.12,9.53,3.53,2.44,1.01,Granite
40.42,10.49,2.3,11.41,9.62,1.24,2.44,0.69,Amphibolite
34.31,15.77,13.93,1.07,2.49,5.14,3.25,2.75,Mica
68.79,16.44,2.88,11.98,1.11,3.14,2.53,0.54,Talc
79.92,17.39,5.96,10.98,4.84,1.8,0.96,1.03,Olivine
77.66,20.68,13.06,3.39,11.47,1.67,2.19,0.85,Slate
70.15,12.62,7.81,5.72,6.05,0.77,1.76,2.95,Peridotite
60.24,9.5,4.28,6.37,9.11,7.62,2.14,2.85,Granite
42.43,8.88,3.78,11.7,7.32,3.52,1.16,1.98,Peridotite
77.13,20.04,11.49,3.9,11.96,1.39,1.71,2.6,Amphibole
70.15,22.95,1.94,5.9,10.08,7.57,3.85,2.77,Chlorite
46.92,17.37,4.87,9.76,1.18,1.78,3.4,2.98,Chlorite
40.31,19.46,13.62,4.32,6.17,2.93,1.72,2.14,Dolomite
37.19,18.71,3.92,13.99,1.26,5.62,2.21,2.41,Talc
68.3,21.73,7.58,13.42,5.6,2.09,0.99,1.28,Amphibolite
39.47,11.58,4.84,13.05,6.4,7.02,2.16,2.95,Amphibolite
56.74,6.65,9.58,10.46,4.33,4.97,2.47,1.53,Chlorite
76.04,17.96,12.04,2.08,5.36,4.44,4.12,0.49,Amphibolite
71.61,11.56,12.76,9.73,6.86,5.35,0.58,2.06,Talc
39.2,21.1,11.24,10.85,7.8,4.01,4.28,1.79,Mica
36.85,13.96,5.96,12.61,9.55,5.23,4.15,1.68,Peridotite
47.66,17.59,2.2,13.85,0.56,2.65,1.66,2.56,Slate
39.16,16.09,9.46,6.59,7.12,6.92,0.91,1.73,Slate
30.39,16.82,7.34,14.62,0.88,2.94,0.94,1.12,Amphibole
44.03,12.43,9.94,9.63,1.04,2.09,2.15,0.46,Feldspar
68.65,24.07,7.01,7.73,5.29,5.22,2.12,0.43,Amphibolite
71.2,8.23,10.58,1.28,11.12,4.12,3.81,1.98,Amphibolite
44.51,18.09,2.79,7.37,2.44,2.01,1.81,2.43,Quartz
63.63,22.13,12.12,4.07,7.52,3.87,4.08,2.34,Serpentine
73.97,9.53,7.49,2.8,8.22,6.32,3.62,1.15,Granite
